#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q99814	uniprotkb:Q8NFJ9	intact:EBI-447470|uniprotkb:Q86VA2|uniprotkb:Q99630	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:epas1_human(display_long)|uniprotkb:MOP2(gene name synonym)|uniprotkb:Member of PAS protein 2(gene name synonym)|uniprotkb:Basic-helix-loop-helix-PAS protein MOP2(gene name synonym)|uniprotkb:BHLHE73(gene name synonym)|uniprotkb:PASD2(gene name synonym)|uniprotkb:Hypoxia-inducible factor 2-alpha(gene name synonym)|uniprotkb:HIF-1-alpha-like factor(gene name synonym)|uniprotkb:PAS domain-containing protein 2(gene name synonym)|uniprotkb:Class E basic helix-loop-helix protein 73(gene name synonym)|uniprotkb:EPAS1(gene name)|psi-mi:EPAS1(display_short)|uniprotkb:HIF2A(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805700	intact-miscore:0.37
uniprotkb:Q9UPT5	uniprotkb:Q8NFJ9	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805718	intact-miscore:0.44
uniprotkb:Q8NFJ9	uniprotkb:Q9Y613	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	intact:EBI-348433|uniprotkb:Q59F76|uniprotkb:Q6Y1F2|uniprotkb:Q76MS8|uniprotkb:Q8N521	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:fhod1_human(display_long)|uniprotkb:FHOS1(gene name synonym)|uniprotkb:Formin homolog overexpressed in spleen 1(gene name synonym)|uniprotkb:Formin homology 2 domain-containing protein 1(gene name synonym)|uniprotkb:FHOD1(gene name)|psi-mi:FHOD1(display_short)|uniprotkb:FHOS(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805725	intact-miscore:0.37
uniprotkb:O75955	uniprotkb:Q8NFJ9	intact:EBI-603643|uniprotkb:B4DVY7|uniprotkb:Q969J8|uniprotkb:Q9UHW1|uniprotkb:Q9UNV8	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:flot1_human(display_long)|uniprotkb:FLOT1(gene name)|psi-mi:FLOT1(display_short)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805733	intact-miscore:0.44
uniprotkb:Q8IWL3	uniprotkb:Q8NFJ9	intact:EBI-1805738|uniprotkb:Q9BWS7	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:hsc20_human(display_long)|uniprotkb:HSCB(gene name)|psi-mi:HSCB(display_short)|uniprotkb:DNAJC20(gene name synonym)|uniprotkb:HSC20(gene name synonym)|uniprotkb:DnaJ homolog subfamily C member 20(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805752	intact-miscore:0.37
uniprotkb:P05783	uniprotkb:Q8NFJ9	intact:EBI-297888|uniprotkb:Q53G38|uniprotkb:Q5U0N8|uniprotkb:Q9BW26	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:k1c18_human(display_long)|uniprotkb:Keratin-18(gene name synonym)|uniprotkb:PIG46(orf name)|uniprotkb:Cytokeratin-18(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 46 protein(gene name synonym)|uniprotkb:KRT18(gene name)|psi-mi:KRT18(display_short)|uniprotkb:CYK18(gene name synonym)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805760	intact-miscore:0.44
uniprotkb:Q02962	uniprotkb:Q8NFJ9	intact:EBI-1805765|uniprotkb:Q15105|uniprotkb:Q15110|uniprotkb:Q15837|uniprotkb:Q5SZP2|uniprotkb:Q5SZP3	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:pax2_human(display_long)|uniprotkb:PAX2(gene name)|psi-mi:PAX2(display_short)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805793	intact-miscore:0.44
uniprotkb:Q53R12	uniprotkb:Q8NFJ9	intact:EBI-1805798|uniprotkb:Q5U609|uniprotkb:Q6UWS1|uniprotkb:Q9H5X9|uniprotkb:B2RP42	intact:EBI-1805484|dip:DIP-46564N|uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9	psi-mi:t4s20_human(display_long)|uniprotkb:TM4SF20(gene name)|psi-mi:TM4SF20(display_short)|uniprotkb:UNQ518/PRO994(orf name)	psi-mi:bbs1_human(display_long)|uniprotkb:BBS1(gene name)|psi-mi:BBS1(display_short)|uniprotkb:BBS2L2(gene name synonym)|uniprotkb:BBS2-like protein 2(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805809	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:P60709	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-353944|uniprotkb:P02570|uniprotkb:P70514|uniprotkb:P99021|uniprotkb:Q11211|uniprotkb:Q64316|uniprotkb:Q75MN2|uniprotkb:Q96B34|uniprotkb:Q96HG5	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:actb_human(display_long)|uniprotkb:Beta-actin(gene name synonym)|uniprotkb:ACTB(gene name)|psi-mi:ACTB(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805854	intact-miscore:0.37
uniprotkb:Q03154	uniprotkb:Q96RK4	intact:EBI-742064|uniprotkb:C9J6I6|uniprotkb:C9J9D8|uniprotkb:C9JWD4	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:acy1_human(display_long)|uniprotkb:ACY1(gene name)|psi-mi:ACY1(display_short)|uniprotkb:N-acyl-L-amino-acid amidohydrolase(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805861	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:P05062	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805866	intact-miscore:0.54
uniprotkb:Q93088	uniprotkb:Q96RK4	intact:EBI-752355|uniprotkb:Q9UNI9	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:bhmt1_human(display_long)|uniprotkb:BHMT(gene name)|psi-mi:BHMT(display_short)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805871	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:P06881	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-962928|uniprotkb:Q93048|uniprotkb:Q9UCP0	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:calca_human(display_long)|uniprotkb:CALCA(gene name)|psi-mi:CALCA(display_short)|uniprotkb:CALC1(gene name synonym)|uniprotkb:Calcitonin gene-related peptide I(gene name synonym)|uniprotkb:Alpha-type CGRP(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805876	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:Q14203	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-724352|dip:DIP-31365N|uniprotkb:O95296|uniprotkb:Q9BRM9|uniprotkb:Q9UIU1|uniprotkb:Q9UIU2|intact:EBI-10962300|uniprotkb:E9PGE1|uniprotkb:G5E9H4|uniprotkb:Q6IQ37|intact:EBI-2560059|uniprotkb:B4DM45|uniprotkb:E9PFS5|uniprotkb:A8MY36	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:dctn1_human(display_long)|uniprotkb:DCTN1(gene name)|psi-mi:DCTN1(display_short)|uniprotkb:150 kDa dynein-associated polypeptide(gene name synonym)|uniprotkb:DAP-150(gene name synonym)|uniprotkb:p150-glued(gene name synonym)|uniprotkb:p135(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805881	intact-miscore:0.63
uniprotkb:P68104	uniprotkb:Q96RK4	intact:EBI-352162|intact:EBI-8011754|intact:MINT-4903558|uniprotkb:Q6IQ15|intact:EBI-16423274|uniprotkb:P04719|uniprotkb:P04720|intact:EBI-2834776	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:ef1a1_human(display_long)|uniprotkb:LENG7(gene name synonym)|uniprotkb:Eukaryotic elongation factor 1 A-1(gene name synonym)|uniprotkb:Elongation factor Tu(gene name synonym)|uniprotkb:Leukocyte receptor cluster member 7(gene name synonym)|uniprotkb:EEF1A1(gene name)|psi-mi:EEF1A1(display_short)|uniprotkb:EEF1A(gene name synonym)|uniprotkb:EF1A(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805886	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:Q14152	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-366617|uniprotkb:O00653|uniprotkb:Q15778|uniprotkb:B1AMV5|uniprotkb:B4DYS1|uniprotkb:F5H335	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:eif3a_human(display_long)|uniprotkb:EIF3S10(gene name synonym)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 10(gene name synonym)|uniprotkb:eIF-3-theta(gene name synonym)|uniprotkb:eIF3 p167(gene name synonym)|uniprotkb:eIF3 p180(gene name synonym)|uniprotkb:eIF3 p185(gene name synonym)|uniprotkb:EIF3A(gene name)|psi-mi:EIF3A(display_short)|uniprotkb:KIAA0139(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805891	intact-miscore:0.37
uniprotkb:Q96RK4	uniprotkb:Q99814	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-447470|uniprotkb:Q86VA2|uniprotkb:Q99630	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:epas1_human(display_long)|uniprotkb:MOP2(gene name synonym)|uniprotkb:Member of PAS protein 2(gene name synonym)|uniprotkb:Basic-helix-loop-helix-PAS protein MOP2(gene name synonym)|uniprotkb:BHLHE73(gene name synonym)|uniprotkb:PASD2(gene name synonym)|uniprotkb:Hypoxia-inducible factor 2-alpha(gene name synonym)|uniprotkb:HIF-1-alpha-like factor(gene name synonym)|uniprotkb:PAS domain-containing protein 2(gene name synonym)|uniprotkb:Class E basic helix-loop-helix protein 73(gene name synonym)|uniprotkb:EPAS1(gene name)|psi-mi:EPAS1(display_short)|uniprotkb:HIF2A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805896	intact-miscore:0.51
uniprotkb:Q9UPT5	uniprotkb:Q96RK4	intact:EBI-720048|uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:exoc7_human(display_long)|uniprotkb:EXOC7(gene name)|psi-mi:EXOC7(display_short)|uniprotkb:EXO70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:Exocyst complex component Exo70(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805901	intact-miscore:0.44
uniprotkb:Q96RK4	uniprotkb:Q9Y613	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	intact:EBI-348433|uniprotkb:Q59F76|uniprotkb:Q6Y1F2|uniprotkb:Q76MS8|uniprotkb:Q8N521	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:fhod1_human(display_long)|uniprotkb:FHOS1(gene name synonym)|uniprotkb:Formin homolog overexpressed in spleen 1(gene name synonym)|uniprotkb:Formin homology 2 domain-containing protein 1(gene name synonym)|uniprotkb:FHOD1(gene name)|psi-mi:FHOD1(display_short)|uniprotkb:FHOS(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805906	intact-miscore:0.37
uniprotkb:O75955	uniprotkb:Q96RK4	intact:EBI-603643|uniprotkb:B4DVY7|uniprotkb:Q969J8|uniprotkb:Q9UHW1|uniprotkb:Q9UNV8	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:flot1_human(display_long)|uniprotkb:FLOT1(gene name)|psi-mi:FLOT1(display_short)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805911	intact-miscore:0.44
uniprotkb:Q8IWL3	uniprotkb:Q96RK4	intact:EBI-1805738|uniprotkb:Q9BWS7	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:hsc20_human(display_long)|uniprotkb:HSCB(gene name)|psi-mi:HSCB(display_short)|uniprotkb:DNAJC20(gene name synonym)|uniprotkb:HSC20(gene name synonym)|uniprotkb:DnaJ homolog subfamily C member 20(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805916	intact-miscore:0.37
uniprotkb:P05783	uniprotkb:Q96RK4	intact:EBI-297888|uniprotkb:Q53G38|uniprotkb:Q5U0N8|uniprotkb:Q9BW26	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:k1c18_human(display_long)|uniprotkb:Keratin-18(gene name synonym)|uniprotkb:PIG46(orf name)|uniprotkb:Cytokeratin-18(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 46 protein(gene name synonym)|uniprotkb:KRT18(gene name)|psi-mi:KRT18(display_short)|uniprotkb:CYK18(gene name synonym)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805921	intact-miscore:0.44
uniprotkb:Q02962	uniprotkb:Q96RK4	intact:EBI-1805765|uniprotkb:Q15105|uniprotkb:Q15110|uniprotkb:Q15837|uniprotkb:Q5SZP2|uniprotkb:Q5SZP3	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:pax2_human(display_long)|uniprotkb:PAX2(gene name)|psi-mi:PAX2(display_short)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805926	intact-miscore:0.44
uniprotkb:Q15154	uniprotkb:Q96RK4	intact:EBI-741421|intact:EBI-16421643|intact:EBI-10961691|uniprotkb:A6NNN6|uniprotkb:B4DYD5|uniprotkb:E7ETA6|uniprotkb:E7EV56|uniprotkb:Q58F13|uniprotkb:Q6P1K7|uniprotkb:Q8NB85|uniprotkb:Q9BWC1|uniprotkb:Q9H4A2|intact:EBI-2563316	intact:EBI-1805814|uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178	psi-mi:pcm1_human(display_long)|uniprotkb:PCM1(gene name)|psi-mi:PCM1(display_short)	psi-mi:bbs4_human(display_long)|uniprotkb:BBS4(gene name)|psi-mi:BBS4(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805934	intact-miscore:0.91
uniprotkb:Q9BXC9	uniprotkb:Q03154	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-742064|uniprotkb:C9J6I6|uniprotkb:C9J9D8|uniprotkb:C9JWD4	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:acy1_human(display_long)|uniprotkb:ACY1(gene name)|psi-mi:ACY1(display_short)|uniprotkb:N-acyl-L-amino-acid amidohydrolase(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805946	intact-miscore:0.37
uniprotkb:Q9BXC9	uniprotkb:P05062	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	intact:EBI-1045507|uniprotkb:Q5T7D6|uniprotkb:Q13741|uniprotkb:Q13742	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:aldob_human(display_long)|uniprotkb:ALDOB(gene name)|psi-mi:ALDOB(display_short)|uniprotkb:ALDB(gene name synonym)|uniprotkb:Liver-type aldolase(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805951	intact-miscore:0.54
uniprotkb:Q93088	uniprotkb:Q9BXC9	intact:EBI-752355|uniprotkb:Q9UNI9	intact:EBI-748297|uniprotkb:Q96CM0|uniprotkb:Q96SN9	psi-mi:bhmt1_human(display_long)|uniprotkb:BHMT(gene name)|psi-mi:BHMT(display_short)	psi-mi:bbs2_human(display_long)|uniprotkb:BBS2(gene name)|psi-mi:BBS2(display_short)	psi-mi:"MI:0018"(two hybrid)	Oeffner et al. (2008)	pubmed:18000879	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1805956	intact-miscore:0.37
